name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;316;0;660;3043;1058;3043;1035;0
header;197;140;197;171;1840;171;1840;140
A;997;200;997;229;1020;229;1020;200
A;1026;467;1026;469;1028;469;1028;467
B;972;484;972;500;981;500;981;484
B;1008;870;1008;897;1027;897;1027;870
C;1010;1536;1010;1565;1031;1565;1031;1536
B;864;1625;864;1641;873;1641;873;1625
A;593;1976;593;1977;595;1977;595;1976
B;827;2041;827;2057;835;2057;835;2041
D;1013;2211;1013;2241;1038;2241;1038;2211
A;928;2593;928;2608;936;2608;936;2593
B;800;2859;800;2885;808;2885;808;2859
