name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;44;0;90;3045;1467;3045;1215;0
header;56;190;56;225;1661;225;1661;190
A;843;254;843;283;863;283;863;254
A;622;664;622;688;636;688;636;664
B;853;939;853;968;874;968;874;939
B;1304;1231;1304;1250;1318;1250;1318;1231
B;1117;1416;1117;1435;1134;1435;1134;1416
C;856;1595;856;1624;877;1624;877;1595
A;179;1888;179;1903;186;1903;186;1888
B;347;1932;347;1947;356;1947;356;1932
A;1297;2219;1297;2220;1299;2220;1299;2219
D;865;2274;865;2303;887;2303;887;2274
A;725;2765;725;2780;733;2780;733;2765
B;152;2901;152;2928;161;2928;161;2901
B;375;2903;375;2929;396;2929;396;2903
A;858;2924;858;2932;865;2932;865;2924
